TransactionID,ClaimNumber,TransactionType,CostType,Amount,TransactionDate,CheckNumber
KM-TXN-000311,KM-CLM-000262,Payment,Expense,220.16,2022-06-28,CHK-868227
KM-TXN-000312,KM-CLM-000549,Reserve,Expense,2271.6,2023-10-05,
KM-TXN-000313,KM-CLM-000161,Payment,Indemnity,3127.59,2024-07-02,CHK-535557
KM-TXN-000314,KM-CLM-000351,Reserve Change,Expense,-4565.54,2022-10-31,
KM-TXN-000315,KM-CLM-000174,Reserve,Legal,4589.34,2024-07-22,
KM-TXN-000316,KM-CLM-000317,Payment,Indemnity,1075.18,2023-05-13,CHK-121133
KM-TXN-000317,KM-CLM-000018,Reserve Change,Legal,-9970.51,2023-06-20,
KM-TXN-000318,KM-CLM-000486,Reserve,Expense,12528.4,2023-12-06,
KM-TXN-000319,KM-CLM-000367,Reserve Change,Expense,4038.68,2022-01-27,
KM-TXN-000320,KM-CLM-000351,Reserve,Legal,27531.8,2023-11-11,
KM-TXN-000321,KM-CLM-000528,Reserve Change,Expense,45.06,2021-10-17,
KM-TXN-000322,KM-CLM-000435,Payment,Indemnity,3234.16,2024-02-14,CHK-115457
KM-TXN-000323,KM-CLM-000270,Reserve,Medical,436.57,2023-10-07,
KM-TXN-000324,KM-CLM-000068,Reserve,Medical,7045.82,2024-05-08,
KM-TXN-000325,KM-CLM-000030,Recovery,Subrogation,-483.98,2024-03-28,
KM-TXN-000326,KM-CLM-000316,Reserve Change,Expense,-384.77,2021-07-15,
KM-TXN-000327,KM-CLM-000737,Payment,Indemnity,473.05,2022-05-08,CHK-878727
KM-TXN-000328,KM-CLM-000164,Reserve Change,Indemnity,5613.32,2022-12-14,
KM-TXN-000329,KM-CLM-000320,Reserve Change,Expense,-8254.87,2022-02-20,
KM-TXN-000330,KM-CLM-000014,Reserve,Indemnity,7390.99,2023-01-15,
KM-TXN-000331,KM-CLM-000279,Payment,Expense,601.24,2021-09-02,CHK-970581
KM-TXN-000332,KM-CLM-000432,Payment,Medical,22978.62,2024-08-03,CHK-668011
KM-TXN-000333,KM-CLM-000668,Payment,Indemnity,4164.86,2021-10-03,CHK-734254
KM-TXN-000334,KM-CLM-000634,Reserve,Expense,4709.1,2022-06-25,
KM-TXN-000335,KM-CLM-000263,Reserve,Indemnity,1051.66,2023-08-24,
KM-TXN-000336,KM-CLM-000682,Payment,Legal,5260.78,2024-03-10,CHK-259223
KM-TXN-000337,KM-CLM-000522,Reserve,Legal,36.71,2024-05-26,
KM-TXN-000338,KM-CLM-000172,Payment,Legal,2866.95,2024-04-17,CHK-200198
KM-TXN-000339,KM-CLM-000358,Reserve Change,Expense,2551.9,2021-11-01,
KM-TXN-000340,KM-CLM-000013,Reserve,Indemnity,9677.95,2022-05-05,
KM-TXN-000341,KM-CLM-000725,Reserve Change,Legal,4189.23,2023-11-14,
KM-TXN-000342,KM-CLM-000673,Payment,Indemnity,917.85,2024-04-09,CHK-871619
KM-TXN-000343,KM-CLM-000232,Reserve,Expense,11203.38,2023-07-27,
KM-TXN-000344,KM-CLM-000476,Reserve Change,Legal,-3349.96,2024-07-26,
KM-TXN-000345,KM-CLM-000471,Reserve,Legal,1414.35,2023-08-09,
KM-TXN-000346,KM-CLM-000160,Reserve,Expense,1044.7,2023-08-30,
KM-TXN-000347,KM-CLM-000639,Reserve,Indemnity,3367.85,2022-12-09,
KM-TXN-000348,KM-CLM-000560,Payment,Legal,6860.04,2022-07-29,CHK-716767
KM-TXN-000349,KM-CLM-000261,Payment,Indemnity,14158.8,2022-06-12,CHK-931122
KM-TXN-000350,KM-CLM-000573,Payment,Medical,1307.01,2021-06-08,CHK-510123
KM-TXN-000351,KM-CLM-000634,Reserve,Expense,1867.86,2022-04-24,
KM-TXN-000352,KM-CLM-000602,Reserve Change,Legal,6647.16,2024-08-15,
KM-TXN-000353,KM-CLM-000359,Reserve Change,Expense,2167.14,2022-08-21,
KM-TXN-000354,KM-CLM-000255,Payment,Medical,1872.2,2021-06-19,CHK-303721
KM-TXN-000355,KM-CLM-000602,Reserve,Expense,935.73,2024-04-16,
KM-TXN-000356,KM-CLM-000515,Reserve,Expense,42089.45,2023-12-20,
KM-TXN-000357,KM-CLM-000280,Reserve Change,Legal,468.42,2024-03-28,
KM-TXN-000358,KM-CLM-000117,Reserve,Medical,4915.95,2024-05-11,
KM-TXN-000359,KM-CLM-000610,Reserve,Legal,11075.75,2022-11-13,
KM-TXN-000360,KM-CLM-000162,Payment,Indemnity,1856.18,2023-02-12,CHK-971861
KM-TXN-000361,KM-CLM-000298,Recovery,Deductible,-2906.3,2022-08-26,
KM-TXN-000362,KM-CLM-000297,Payment,Medical,6088.53,2023-01-28,CHK-735113
KM-TXN-000363,KM-CLM-000594,Reserve,Expense,2117.53,2022-12-02,
KM-TXN-000364,KM-CLM-000358,Payment,Expense,2006.77,2024-07-05,CHK-427354
KM-TXN-000365,KM-CLM-000660,Payment,Indemnity,895.6,2022-01-30,CHK-922892
KM-TXN-000366,KM-CLM-000518,Payment,Expense,17452.48,2022-05-17,CHK-439452
KM-TXN-000367,KM-CLM-000378,Reserve,Legal,1661.84,2022-09-02,
KM-TXN-000368,KM-CLM-000697,Reserve Change,Medical,-595.14,2021-09-02,
KM-TXN-000369,KM-CLM-000426,Payment,Indemnity,2798.14,2024-05-28,CHK-545804
KM-TXN-000370,KM-CLM-000764,Payment,Indemnity,3317.16,2022-10-01,CHK-637243
KM-TXN-000371,KM-CLM-000537,Payment,Expense,4062.26,2023-01-19,CHK-879598
KM-TXN-000372,KM-CLM-000553,Reserve,Expense,16341.28,2021-08-20,
KM-TXN-000373,KM-CLM-000169,Reserve,Indemnity,13895.08,2022-03-31,
KM-TXN-000374,KM-CLM-000515,Reserve,Legal,2567.12,2022-12-21,
KM-TXN-000375,KM-CLM-000364,Payment,Legal,938.58,2022-02-28,CHK-124570
KM-TXN-000376,KM-CLM-000683,Payment,Medical,1892.92,2022-12-06,CHK-416831
KM-TXN-000377,KM-CLM-000430,Recovery,Salvage,-383.1,2021-09-14,
KM-TXN-000378,KM-CLM-000569,Reserve,Indemnity,1832.47,2022-10-23,
KM-TXN-000379,KM-CLM-000083,Reserve Change,Expense,-2109.69,2022-08-05,
KM-TXN-000380,KM-CLM-000330,Reserve,Expense,115059.2,2024-05-30,
KM-TXN-000381,KM-CLM-000691,Payment,Legal,11528.61,2022-01-24,CHK-387361
KM-TXN-000382,KM-CLM-000133,Reserve,Expense,3433.14,2021-06-03,
KM-TXN-000383,KM-CLM-000598,Payment,Medical,151.44,2023-05-13,CHK-581197
KM-TXN-000384,KM-CLM-000457,Recovery,Salvage,-368.6,2023-06-26,
KM-TXN-000385,KM-CLM-000353,Reserve Change,Legal,4400.1,2023-03-27,
KM-TXN-000386,KM-CLM-000783,Payment,Expense,276.26,2021-11-18,CHK-312511
KM-TXN-000387,KM-CLM-000344,Reserve,Legal,12158.26,2024-06-29,
KM-TXN-000388,KM-CLM-000094,Recovery,Deductible,-1141.06,2022-11-23,
KM-TXN-000389,KM-CLM-000382,Recovery,Deductible,-676.77,2022-03-01,
KM-TXN-000390,KM-CLM-000762,Reserve Change,Medical,-188.02,2023-09-15,
KM-TXN-000391,KM-CLM-000295,Reserve,Indemnity,1265.39,2023-01-25,
KM-TXN-000392,KM-CLM-000198,Recovery,Deductible,-1335.18,2023-03-27,
KM-TXN-000393,KM-CLM-000079,Reserve,Medical,7823.36,2021-09-26,
KM-TXN-000394,KM-CLM-000678,Payment,Legal,1015.61,2021-06-22,CHK-204521
KM-TXN-000395,KM-CLM-000551,Reserve,Medical,1513.95,2023-05-30,
KM-TXN-000396,KM-CLM-000214,Payment,Legal,431.77,2022-08-24,CHK-377107
KM-TXN-000397,KM-CLM-000643,Payment,Expense,2823.76,2022-12-25,CHK-787919
KM-TXN-000398,KM-CLM-000669,Reserve,Legal,3628.72,2022-05-28,
KM-TXN-000399,KM-CLM-000159,Payment,Indemnity,1440.3,2022-11-07,CHK-704190
KM-TXN-000400,KM-CLM-000739,Payment,Medical,277.71,2021-07-03,CHK-594299
KM-TXN-000401,KM-CLM-000557,Reserve,Expense,950.74,2024-06-05,
KM-TXN-000402,KM-CLM-000201,Reserve,Legal,807.62,2024-09-07,
KM-TXN-000403,KM-CLM-000022,Payment,Medical,4548.26,2022-01-04,CHK-494873
KM-TXN-000404,KM-CLM-000339,Reserve Change,Medical,858.5,2023-07-23,
KM-TXN-000405,KM-CLM-000242,Payment,Medical,1287.45,2022-11-10,CHK-405385
KM-TXN-000406,KM-CLM-000741,Payment,Expense,6813.58,2024-07-03,CHK-550399
KM-TXN-000407,KM-CLM-000238,Reserve Change,Legal,4820.63,2022-07-28,
KM-TXN-000408,KM-CLM-000149,Reserve,Legal,25800.61,2023-11-23,
KM-TXN-000409,KM-CLM-000785,Reserve Change,Expense,-1210.22,2022-08-26,
KM-TXN-000410,KM-CLM-000579,Payment,Indemnity,331.21,2023-03-27,CHK-197582
KM-TXN-000411,KM-CLM-000007,Reserve Change,Medical,8532.5,2022-12-03,
KM-TXN-000412,KM-CLM-000233,Payment,Legal,3391.58,2022-07-23,CHK-333049
KM-TXN-000413,KM-CLM-000768,Recovery,Salvage,-1147.03,2024-09-04,
KM-TXN-000414,KM-CLM-000579,Reserve,Expense,13545.42,2023-08-19,
KM-TXN-000415,KM-CLM-000762,Reserve Change,Medical,13817.49,2022-04-15,
KM-TXN-000416,KM-CLM-000077,Payment,Expense,1602.74,2023-12-01,CHK-526068
KM-TXN-000417,KM-CLM-000489,Payment,Medical,10135.3,2022-09-18,CHK-688247
KM-TXN-000418,KM-CLM-000087,Reserve,Legal,1367.96,2023-11-06,
KM-TXN-000419,KM-CLM-000764,Reserve Change,Medical,4076.16,2023-06-25,
KM-TXN-000420,KM-CLM-000222,Payment,Indemnity,15369.35,2022-03-31,CHK-392089
KM-TXN-000421,KM-CLM-000413,Reserve,Medical,4580.47,2024-02-07,
KM-TXN-000422,KM-CLM-000584,Reserve,Medical,276.33,2021-12-09,
KM-TXN-000423,KM-CLM-000202,Payment,Indemnity,3570.34,2024-03-12,CHK-606828
KM-TXN-000424,KM-CLM-000571,Reserve,Medical,3549.77,2022-06-07,
KM-TXN-000425,KM-CLM-000276,Payment,Expense,4979.63,2023-12-28,CHK-398239
KM-TXN-000426,KM-CLM-000221,Reserve Change,Legal,-2332.06,2022-06-14,
KM-TXN-000427,KM-CLM-000157,Payment,Legal,31732.54,2022-05-27,CHK-837022
KM-TXN-000428,KM-CLM-000181,Reserve Change,Legal,532.16,2022-06-22,
KM-TXN-000429,KM-CLM-000725,Payment,Legal,4671.77,2024-08-10,CHK-659104
KM-TXN-000430,KM-CLM-000129,Recovery,Deductible,-244.77,2024-03-01,
KM-TXN-000431,KM-CLM-000243,Payment,Indemnity,441.39,2022-06-05,CHK-631201
KM-TXN-000432,KM-CLM-000172,Payment,Medical,381.36,2022-12-30,CHK-356496
KM-TXN-000433,KM-CLM-000503,Payment,Medical,384.45,2021-07-14,CHK-500984
KM-TXN-000434,KM-CLM-000480,Payment,Expense,4081.24,2023-02-26,CHK-118048
KM-TXN-000435,KM-CLM-000270,Reserve Change,Medical,-3015.06,2022-04-30,
KM-TXN-000436,KM-CLM-000421,Payment,Indemnity,393.85,2022-05-30,CHK-621178
KM-TXN-000437,KM-CLM-000163,Reserve Change,Expense,-3483.46,2023-08-17,
KM-TXN-000438,KM-CLM-000024,Payment,Expense,4206.42,2022-06-20,CHK-862899
KM-TXN-000439,KM-CLM-000497,Payment,Medical,4082.34,2021-10-21,CHK-512766
KM-TXN-000440,KM-CLM-000193,Payment,Indemnity,5980.64,2022-03-21,CHK-490843
KM-TXN-000441,KM-CLM-000390,Payment,Legal,1289.7,2021-10-26,CHK-899749
KM-TXN-000442,KM-CLM-000497,Reserve,Indemnity,98290.41,2023-10-22,
KM-TXN-000443,KM-CLM-000129,Reserve Change,Indemnity,5410.07,2022-10-16,
KM-TXN-000444,KM-CLM-000553,Reserve Change,Indemnity,-5870.79,2023-12-19,
KM-TXN-000445,KM-CLM-000543,Reserve,Expense,16617.45,2023-09-03,
KM-TXN-000446,KM-CLM-000036,Reserve Change,Expense,95.54,2021-12-23,
KM-TXN-000447,KM-CLM-000457,Reserve,Indemnity,3836.78,2024-05-14,
KM-TXN-000448,KM-CLM-000361,Payment,Legal,1829.52,2022-03-09,CHK-673132
KM-TXN-000449,KM-CLM-000765,Payment,Expense,813.1,2021-06-25,CHK-849290
KM-TXN-000450,KM-CLM-000215,Reserve,Indemnity,22325.73,2021-12-22,
KM-TXN-000451,KM-CLM-000287,Reserve,Legal,2064.51,2023-07-14,
KM-TXN-000452,KM-CLM-000768,Payment,Medical,923.16,2023-07-27,CHK-213565
KM-TXN-000453,KM-CLM-000369,Reserve,Medical,15371.81,2021-07-13,
KM-TXN-000454,KM-CLM-000469,Reserve,Indemnity,127479.96,2022-01-12,
KM-TXN-000455,KM-CLM-000186,Reserve,Indemnity,2332.31,2021-06-28,
KM-TXN-000456,KM-CLM-000474,Reserve,Expense,757.64,2021-08-29,
KM-TXN-000457,KM-CLM-000061,Reserve,Legal,27167.23,2022-02-26,
KM-TXN-000458,KM-CLM-000262,Payment,Indemnity,2284.84,2022-10-22,CHK-574239
KM-TXN-000459,KM-CLM-000788,Reserve Change,Medical,2511.75,2021-11-19,
KM-TXN-000460,KM-CLM-000111,Reserve,Indemnity,5174.47,2022-12-01,
KM-TXN-000461,KM-CLM-000141,Reserve,Expense,11972.79,2022-03-20,
KM-TXN-000462,KM-CLM-000745,Recovery,Salvage,-957.08,2021-06-28,
KM-TXN-000463,KM-CLM-000535,Reserve,Legal,2241.29,2021-06-20,
KM-TXN-000464,KM-CLM-000079,Recovery,Deductible,-1344.63,2022-01-04,
KM-TXN-000465,KM-CLM-000494,Reserve,Medical,10406.14,2024-06-15,
KM-TXN-000466,KM-CLM-000031,Reserve,Legal,2816.36,2023-04-25,
KM-TXN-000467,KM-CLM-000516,Reserve,Medical,3791.33,2021-11-22,
KM-TXN-000468,KM-CLM-000509,Reserve,Medical,1511.98,2022-07-20,
KM-TXN-000469,KM-CLM-000630,Reserve Change,Indemnity,2309.44,2022-03-13,
KM-TXN-000470,KM-CLM-000066,Reserve,Medical,9989.01,2024-02-09,
KM-TXN-000471,KM-CLM-000510,Reserve Change,Medical,-193.72,2024-07-27,
KM-TXN-000472,KM-CLM-000371,Payment,Expense,461.06,2023-11-27,CHK-334944
KM-TXN-000473,KM-CLM-000287,Reserve Change,Legal,-10112.64,2022-05-01,
KM-TXN-000474,KM-CLM-000176,Reserve,Legal,3473.48,2023-02-20,
KM-TXN-000475,KM-CLM-000123,Reserve,Expense,7008.81,2023-04-11,
KM-TXN-000476,KM-CLM-000231,Payment,Indemnity,3919.08,2024-02-06,CHK-705950
KM-TXN-000477,KM-CLM-000555,Reserve,Legal,26881.95,2022-04-13,
KM-TXN-000478,KM-CLM-000004,Reserve Change,Expense,-1785.55,2022-10-13,
KM-TXN-000479,KM-CLM-000702,Payment,Indemnity,270.83,2021-09-23,CHK-126101
KM-TXN-000480,KM-CLM-000412,Payment,Expense,976.12,2024-06-18,CHK-516650
KM-TXN-000481,KM-CLM-000250,Reserve,Legal,129949.27,2022-11-30,
KM-TXN-000482,KM-CLM-000656,Payment,Legal,13004.88,2024-06-18,CHK-908667
KM-TXN-000483,KM-CLM-000487,Payment,Medical,3022.1,2022-02-08,CHK-343390
KM-TXN-000484,KM-CLM-000345,Reserve Change,Expense,-2158.04,2021-07-14,
KM-TXN-000485,KM-CLM-000333,Reserve,Medical,4285.88,2021-08-31,
KM-TXN-000486,KM-CLM-000453,Reserve Change,Expense,8573.5,2021-12-28,
KM-TXN-000487,KM-CLM-000158,Reserve Change,Legal,1049.95,2024-06-20,
KM-TXN-000488,KM-CLM-000577,Reserve Change,Expense,-1902.53,2023-01-29,
KM-TXN-000489,KM-CLM-000270,Payment,Expense,8879.49,2021-12-28,CHK-568802
KM-TXN-000490,KM-CLM-000587,Payment,Indemnity,174.65,2024-04-13,CHK-487786
KM-TXN-000491,KM-CLM-000418,Reserve,Indemnity,1089.16,2023-09-29,
KM-TXN-000492,KM-CLM-000440,Reserve Change,Indemnity,-4024.76,2022-03-18,
KM-TXN-000493,KM-CLM-000029,Reserve Change,Medical,5008.13,2021-06-03,
KM-TXN-000494,KM-CLM-000335,Reserve,Expense,2119.27,2022-09-03,
KM-TXN-000495,KM-CLM-000238,Payment,Legal,215.37,2021-07-20,CHK-599967
KM-TXN-000496,KM-CLM-000153,Reserve Change,Expense,-3460.91,2022-09-08,
KM-TXN-000497,KM-CLM-000606,Reserve,Expense,2424.95,2023-10-23,
KM-TXN-000498,KM-CLM-000749,Reserve,Indemnity,4441.55,2023-07-30,
KM-TXN-000499,KM-CLM-000115,Reserve Change,Medical,641.16,2022-03-29,
KM-TXN-000500,KM-CLM-000731,Reserve Change,Legal,4838.37,2023-05-25,
KM-TXN-000501,KM-CLM-000758,Reserve Change,Legal,-1560.16,2023-01-09,
KM-TXN-000502,KM-CLM-000399,Reserve,Indemnity,2050.55,2022-09-06,
KM-TXN-000503,KM-CLM-000032,Reserve,Legal,5271.37,2023-07-28,
KM-TXN-000504,KM-CLM-000532,Payment,Expense,2419.17,2022-01-17,CHK-690509
KM-TXN-000505,KM-CLM-000053,Payment,Expense,878.67,2024-03-04,CHK-214240
KM-TXN-000506,KM-CLM-000718,Reserve,Indemnity,382.02,2022-05-14,
KM-TXN-000507,KM-CLM-000731,Reserve Change,Medical,-2449.5,2022-01-12,
KM-TXN-000508,KM-CLM-000195,Reserve Change,Expense,4037.18,2022-09-03,
KM-TXN-000509,KM-CLM-000305,Reserve,Medical,4366.76,2021-12-26,
KM-TXN-000510,KM-CLM-000707,Reserve,Medical,31754.08,2022-12-30,
KM-TXN-000511,KM-CLM-000345,Reserve,Legal,10444.51,2023-06-02,
KM-TXN-000512,KM-CLM-000082,Payment,Expense,959.58,2021-11-04,CHK-774044
KM-TXN-000513,KM-CLM-000001,Reserve,Legal,44513.96,2023-04-15,
KM-TXN-000514,KM-CLM-000167,Payment,Indemnity,637.23,2022-01-29,CHK-425698
KM-TXN-000515,KM-CLM-000317,Payment,Expense,242.21,2023-06-09,CHK-448583
KM-TXN-000516,KM-CLM-000183,Reserve Change,Indemnity,1720.39,2021-11-21,
KM-TXN-000517,KM-CLM-000273,Reserve,Legal,1516.54,2021-08-28,
KM-TXN-000518,KM-CLM-000669,Payment,Legal,1689.16,2022-04-06,CHK-250755
KM-TXN-000519,KM-CLM-000373,Recovery,Deductible,-227.7,2022-05-31,
KM-TXN-000520,KM-CLM-000362,Payment,Legal,1817.92,2023-10-26,CHK-949011
KM-TXN-000521,KM-CLM-000201,Reserve Change,Expense,2423.98,2024-05-22,
KM-TXN-000522,KM-CLM-000192,Payment,Legal,3862.59,2023-04-17,CHK-760512
KM-TXN-000523,KM-CLM-000341,Reserve Change,Indemnity,-5691.39,2022-06-07,
KM-TXN-000524,KM-CLM-000299,Reserve,Medical,644.72,2023-10-19,
KM-TXN-000525,KM-CLM-000506,Payment,Expense,2913.12,2022-04-04,CHK-187697
KM-TXN-000526,KM-CLM-000588,Payment,Indemnity,1146.55,2023-02-08,CHK-200022
KM-TXN-000527,KM-CLM-000140,Reserve Change,Expense,-2783.81,2023-01-09,
KM-TXN-000528,KM-CLM-000306,Reserve,Legal,4119.97,2023-05-15,
KM-TXN-000529,KM-CLM-000196,Reserve,Expense,3806.21,2021-12-30,
KM-TXN-000530,KM-CLM-000061,Payment,Legal,2832.01,2022-12-08,CHK-688130
KM-TXN-000531,KM-CLM-000360,Reserve,Indemnity,10211.48,2024-03-19,
KM-TXN-000532,KM-CLM-000307,Payment,Indemnity,5888.0,2023-06-26,CHK-277477
KM-TXN-000533,KM-CLM-000480,Reserve Change,Medical,-1291.14,2022-11-26,
KM-TXN-000534,KM-CLM-000333,Reserve Change,Legal,4978.86,2021-11-04,
KM-TXN-000535,KM-CLM-000083,Reserve,Medical,11864.15,2021-06-05,
KM-TXN-000536,KM-CLM-000334,Reserve,Indemnity,18206.54,2022-04-01,
KM-TXN-000537,KM-CLM-000517,Payment,Legal,479.08,2022-03-28,CHK-317770
KM-TXN-000538,KM-CLM-000731,Payment,Medical,1597.71,2023-03-18,CHK-613604
KM-TXN-000539,KM-CLM-000766,Payment,Expense,17575.94,2022-03-30,CHK-722234
KM-TXN-000540,KM-CLM-000474,Recovery,Salvage,-168.82,2023-08-09,
KM-TXN-000541,KM-CLM-000394,Payment,Indemnity,15519.38,2023-12-02,CHK-362111
KM-TXN-000542,KM-CLM-000600,Reserve,Indemnity,67570.38,2024-02-05,
KM-TXN-000543,KM-CLM-000721,Reserve Change,Medical,3659.81,2021-10-16,
KM-TXN-000544,KM-CLM-000692,Reserve,Medical,651.89,2022-01-18,
KM-TXN-000545,KM-CLM-000720,Reserve,Medical,3551.51,2024-08-27,
KM-TXN-000546,KM-CLM-000785,Reserve Change,Legal,3962.83,2023-10-24,
KM-TXN-000547,KM-CLM-000577,Payment,Expense,368.35,2022-12-23,CHK-187963
KM-TXN-000548,KM-CLM-000380,Payment,Legal,4070.33,2022-03-24,CHK-248195
KM-TXN-000549,KM-CLM-000021,Payment,Legal,2058.2,2021-12-03,CHK-522780
KM-TXN-000550,KM-CLM-000177,Reserve,Medical,2093.32,2023-03-24,
KM-TXN-000551,KM-CLM-000363,Payment,Expense,471.98,2022-02-17,CHK-746435
KM-TXN-000552,KM-CLM-000022,Payment,Medical,10413.52,2022-06-08,CHK-978780
KM-TXN-000553,KM-CLM-000548,Reserve,Expense,15758.95,2023-07-29,
KM-TXN-000554,KM-CLM-000250,Payment,Expense,1483.36,2023-05-24,CHK-596516
KM-TXN-000555,KM-CLM-000661,Reserve Change,Medical,174.12,2023-03-16,
KM-TXN-000556,KM-CLM-000073,Payment,Indemnity,1311.08,2024-03-09,CHK-648830
KM-TXN-000557,KM-CLM-000091,Reserve Change,Legal,-9038.6,2023-10-17,
KM-TXN-000558,KM-CLM-000176,Reserve Change,Expense,6442.45,2024-02-11,
KM-TXN-000559,KM-CLM-000126,Reserve Change,Medical,1094.21,2023-09-26,
KM-TXN-000560,KM-CLM-000204,Payment,Legal,5683.13,2023-04-14,CHK-858154
KM-TXN-000561,KM-CLM-000246,Payment,Legal,1048.3,2022-03-11,CHK-980436
KM-TXN-000562,KM-CLM-000611,Payment,Medical,2019.42,2022-10-17,CHK-694164
KM-TXN-000563,KM-CLM-000271,Recovery,Subrogation,-915.92,2023-07-25,
KM-TXN-000564,KM-CLM-000044,Reserve,Indemnity,23080.35,2023-10-06,
KM-TXN-000565,KM-CLM-000734,Recovery,Deductible,-3995.79,2024-06-30,
KM-TXN-000566,KM-CLM-000609,Payment,Medical,1189.75,2024-03-15,CHK-897527
KM-TXN-000567,KM-CLM-000548,Reserve,Indemnity,2917.77,2024-06-08,
KM-TXN-000568,KM-CLM-000168,Payment,Legal,1346.35,2024-05-29,CHK-343720
KM-TXN-000569,KM-CLM-000435,Reserve,Medical,2009.31,2024-03-05,
KM-TXN-000570,KM-CLM-000030,Reserve,Expense,260327.33,2024-05-26,
KM-TXN-000571,KM-CLM-000794,Reserve Change,Medical,-8407.94,2024-06-03,
KM-TXN-000572,KM-CLM-000597,Payment,Indemnity,45418.62,2022-09-15,CHK-161795
KM-TXN-000573,KM-CLM-000357,Payment,Legal,3890.94,2023-07-28,CHK-904686
KM-TXN-000574,KM-CLM-000491,Reserve,Legal,4342.19,2021-11-19,
KM-TXN-000575,KM-CLM-000633,Payment,Expense,661.72,2024-09-02,CHK-617386
KM-TXN-000576,KM-CLM-000799,Reserve,Medical,4625.32,2023-10-12,
KM-TXN-000577,KM-CLM-000248,Recovery,Subrogation,-378.51,2024-05-15,
KM-TXN-000578,KM-CLM-000696,Reserve Change,Expense,6901.8,2024-08-27,
KM-TXN-000579,KM-CLM-000253,Reserve Change,Medical,3155.15,2022-08-24,
KM-TXN-000580,KM-CLM-000785,Reserve,Indemnity,60257.07,2021-11-26,
KM-TXN-000581,KM-CLM-000721,Payment,Indemnity,1276.03,2022-09-25,CHK-364266
KM-TXN-000582,KM-CLM-000382,Reserve Change,Legal,706.71,2023-06-11,
KM-TXN-000583,KM-CLM-000536,Reserve,Legal,4246.69,2021-06-06,
KM-TXN-000584,KM-CLM-000634,Reserve,Legal,2805.36,2022-07-22,
KM-TXN-000585,KM-CLM-000737,Reserve Change,Indemnity,-5145.19,2021-07-06,
KM-TXN-000586,KM-CLM-000419,Reserve Change,Medical,3596.87,2023-06-13,
KM-TXN-000587,KM-CLM-000123,Payment,Medical,2722.31,2024-07-18,CHK-531865
KM-TXN-000588,KM-CLM-000294,Reserve,Medical,4578.58,2024-01-27,
KM-TXN-000589,KM-CLM-000685,Payment,Expense,3306.13,2022-03-01,CHK-426584
KM-TXN-000590,KM-CLM-000143,Payment,Expense,1102.6,2022-01-12,CHK-876482
KM-TXN-000591,KM-CLM-000511,Payment,Legal,1841.32,2021-10-01,CHK-454280
KM-TXN-000592,KM-CLM-000681,Payment,Legal,5086.98,2023-05-17,CHK-974851
KM-TXN-000593,KM-CLM-000057,Payment,Medical,5993.17,2023-06-10,CHK-257928
KM-TXN-000594,KM-CLM-000042,Recovery,Salvage,-3066.18,2022-03-13,
KM-TXN-000595,KM-CLM-000631,Reserve Change,Medical,-5547.77,2023-01-25,
KM-TXN-000596,KM-CLM-000121,Payment,Medical,569.55,2023-12-30,CHK-138283
KM-TXN-000597,KM-CLM-000763,Reserve,Expense,873.15,2022-03-23,
KM-TXN-000598,KM-CLM-000343,Payment,Medical,830.6,2024-07-04,CHK-437057
KM-TXN-000599,KM-CLM-000332,Reserve,Legal,2972.63,2023-10-11,
KM-TXN-000600,KM-CLM-000456,Payment,Medical,3054.81,2022-10-10,CHK-822466
KM-TXN-000601,KM-CLM-000437,Reserve Change,Legal,5822.75,2022-08-06,
KM-TXN-000602,KM-CLM-000341,Payment,Medical,1127.06,2022-09-03,CHK-692772
KM-TXN-000603,KM-CLM-000341,Reserve,Indemnity,11625.53,2021-09-23,
KM-TXN-000604,KM-CLM-000416,Reserve,Expense,33422.8,2022-03-10,
KM-TXN-000605,KM-CLM-000182,Reserve,Expense,2482.73,2022-01-27,
KM-TXN-000606,KM-CLM-000677,Reserve,Medical,3222.96,2022-03-21,
KM-TXN-000607,KM-CLM-000264,Payment,Legal,1957.33,2023-07-14,CHK-727814
KM-TXN-000608,KM-CLM-000210,Payment,Medical,242.08,2021-07-24,CHK-526282
KM-TXN-000609,KM-CLM-000523,Reserve,Expense,10582.39,2023-10-18,
KM-TXN-000610,KM-CLM-000182,Reserve,Legal,806.52,2023-07-02,
KM-TXN-000611,KM-CLM-000444,Payment,Indemnity,4664.09,2021-09-19,CHK-105842
KM-TXN-000612,KM-CLM-000251,Payment,Indemnity,1078.01,2022-01-04,CHK-381170
KM-TXN-000613,KM-CLM-000138,Reserve Change,Legal,-2551.98,2024-09-04,
KM-TXN-000614,KM-CLM-000218,Reserve,Medical,1132.31,2021-10-30,
KM-TXN-000615,KM-CLM-000751,Reserve Change,Expense,2705.0,2024-02-02,
KM-TXN-000616,KM-CLM-000454,Payment,Legal,3433.63,2022-04-20,CHK-823934
KM-TXN-000617,KM-CLM-000087,Reserve,Medical,2483.12,2021-08-01,
KM-TXN-000618,KM-CLM-000293,Reserve,Legal,72872.79,2022-03-28,
KM-TXN-000619,KM-CLM-000092,Payment,Legal,1884.01,2023-06-19,CHK-319387
KM-TXN-000620,KM-CLM-000208,Payment,Expense,1778.01,2022-03-17,CHK-891714
KM-TXN-000621,KM-CLM-000204,Reserve,Indemnity,5372.02,2021-11-09,
KM-TXN-000622,KM-CLM-000186,Reserve Change,Indemnity,-3401.59,2022-10-15,
