txn_id,claim_id,txn_type,cost_category,txn_amount,txn_dt,check_num
GT-0000386,CLM-743456,PMT,EXP,4532.55,2023-02-05,56173
GT-0000387,CLM-139623,PMT,IND,363.77,2023-07-08,84705
GT-0000388,CLM-987874,PMT,AO,3311.03,2023-08-06,69214
GT-0000389,CLM-660211,RSV,EXP,4968.02,2023-07-20,
GT-0000390,CLM-854354,PMT,MED,583.64,2022-03-18,75327
GT-0000391,CLM-523259,PMT,IND,617.3,2023-09-22,42606
GT-0000392,CLM-304019,PMT,IND,1956.85,2021-10-15,77865
GT-0000393,CLM-546955,PMT,MED,1070.97,2022-04-27,58423
GT-0000394,CLM-948400,PMT,DCC,847.08,2022-03-05,46234
GT-0000395,CLM-649161,RSV_CHG,MED,1888.74,2022-03-06,
GT-0000396,CLM-510397,RSV,DCC,274.98,2022-03-15,
GT-0000397,CLM-778712,RSV,IND,4662.99,2023-05-17,
GT-0000398,CLM-814637,RSV_CHG,AO,-1681.53,2024-08-04,
GT-0000399,CLM-266028,RSV,EXP,563.46,2022-02-03,
GT-0000400,CLM-649859,RSV_CHG,DCC,-1519.53,2022-07-16,
GT-0000401,CLM-657989,PMT,MED,268.64,2023-12-29,62437
GT-0000402,CLM-756477,RSV,AO,26663.63,2023-11-07,
GT-0000403,CLM-279243,RSV,DCC,12748.41,2023-03-08,
GT-0000404,CLM-461487,PMT,EXP,4341.2,2024-08-02,63885
GT-0000405,CLM-854124,RSV,DCC,9121.15,2023-11-26,
GT-0000406,CLM-536294,RSV_CHG,IND,-9633.69,2023-01-05,
GT-0000407,CLM-840401,PMT,EXP,320.29,2024-04-07,29958
GT-0000408,CLM-329502,RSV,EXP,16811.46,2023-12-25,
GT-0000409,CLM-853443,RSV,DCC,94426.41,2024-06-18,
GT-0000410,CLM-964371,RSV_CHG,IND,1689.57,2023-12-11,
GT-0000411,CLM-671052,REC,SALV,-2511.71,2022-04-17,
GT-0000412,CLM-649859,REC,SALV,-222.48,2022-10-13,
GT-0000413,CLM-438713,RSV,EXP,1483.04,2024-03-07,
GT-0000414,CLM-801827,PMT,AO,3534.75,2023-09-16,35897
GT-0000415,CLM-401260,RSV_CHG,IND,-3601.46,2021-11-29,
GT-0000416,CLM-816728,RSV_CHG,MED,-7271.41,2021-08-20,
GT-0000417,CLM-635055,RSV,IND,13346.54,2024-05-21,
GT-0000418,CLM-150106,RSV_CHG,EXP,-3234.14,2024-07-12,
GT-0000419,CLM-382207,RSV,IND,181.46,2023-02-03,
GT-0000420,CLM-814670,PMT,DCC,6692.48,2023-05-01,26668
GT-0000421,CLM-887663,RSV_CHG,EXP,2272.12,2024-02-21,
GT-0000422,CLM-276076,RSV_CHG,IND,3139.77,2023-01-13,
GT-0000423,CLM-522346,PMT,IND,3971.39,2021-09-18,40254
GT-0000424,CLM-631040,RSV_CHG,AO,4367.03,2024-06-12,
GT-0000425,CLM-130573,PMT,EXP,2847.19,2022-11-16,66084
GT-0000426,CLM-512272,RSV,EXP,371.95,2024-01-15,
GT-0000427,CLM-967800,PMT,DCC,360.67,2022-01-29,15038
GT-0000428,CLM-626417,PMT,EXP,5479.9,2022-03-13,59959
GT-0000429,CLM-461487,PMT,IND,3123.0,2021-10-06,62852
GT-0000430,CLM-882733,RSV,AO,3264.92,2024-05-01,
GT-0000431,CLM-397249,RSV_CHG,IND,-7578.59,2023-03-21,
GT-0000432,CLM-187008,RSV,AO,1050.05,2022-04-25,
GT-0000433,CLM-481916,PMT,DCC,995.78,2022-01-23,70764
GT-0000434,CLM-759737,RSV_CHG,AO,-3397.62,2024-01-13,
GT-0000435,CLM-569056,REC,SUBRO,-172.1,2023-04-08,
GT-0000436,CLM-494244,RSV,AO,6859.59,2021-10-29,
GT-0000437,CLM-977705,RSV_CHG,EXP,6607.94,2021-11-12,
GT-0000438,CLM-161204,RSV,DCC,11221.62,2023-11-05,
GT-0000439,CLM-107053,RSV,AO,1883.64,2024-07-19,
GT-0000440,CLM-684608,RSV,DCC,3618.33,2022-09-17,
GT-0000441,CLM-649161,PMT,EXP,3293.81,2023-10-14,89209
GT-0000442,CLM-702504,RSV_CHG,MED,-2685.04,2022-04-19,
GT-0000443,CLM-291251,RSV,IND,5664.53,2022-09-09,
GT-0000444,CLM-209996,RSV_CHG,DCC,-1601.94,2023-05-30,
GT-0000445,CLM-343363,RSV,IND,2196.67,2022-11-15,
GT-0000446,CLM-324885,PMT,MED,187.97,2023-02-22,91910
GT-0000447,CLM-443295,PMT,IND,1568.22,2023-02-02,79329
GT-0000448,CLM-931994,RSV_CHG,EXP,1839.55,2024-06-10,
GT-0000449,CLM-408298,PMT,MED,4431.61,2024-01-13,63444
GT-0000450,CLM-972831,RSV,DCC,247.63,2023-02-05,
GT-0000451,CLM-291251,PMT,MED,5109.88,2024-02-06,47185
GT-0000452,CLM-621379,PMT,IND,3810.2,2021-10-20,86717
GT-0000453,CLM-904243,RSV,IND,42444.35,2024-05-29,
GT-0000454,CLM-805703,RSV,AO,2247.63,2022-06-20,
GT-0000455,CLM-188450,RSV,DCC,4491.44,2022-03-29,
GT-0000456,CLM-510397,REC,SUBRO,-176.27,2022-11-02,
GT-0000457,CLM-214404,PMT,MED,1365.81,2024-07-16,19658
GT-0000458,CLM-704035,RSV,IND,2427.47,2023-11-19,
GT-0000459,CLM-578816,RSV,MED,5132.02,2023-05-15,
GT-0000460,CLM-276888,PMT,EXP,1399.82,2023-02-13,26953
GT-0000461,CLM-737468,PMT,IND,4251.66,2024-01-02,58867
GT-0000462,CLM-514804,RSV,MED,2904.91,2022-08-19,
GT-0000463,CLM-854124,RSV,AO,30852.08,2022-05-31,
GT-0000464,CLM-987874,RSV,MED,77.69,2021-08-20,
GT-0000465,CLM-433191,REC,DED,-2258.36,2022-07-11,
GT-0000466,CLM-552103,PMT,DCC,246.59,2021-12-14,86215
GT-0000467,CLM-451326,PMT,AO,4311.68,2022-07-07,50686
GT-0000468,CLM-671052,RSV,DCC,11860.75,2022-09-13,
GT-0000469,CLM-957170,REC,SALV,-167.33,2024-05-03,
GT-0000470,CLM-505042,RSV,AO,28495.6,2022-05-31,
GT-0000471,CLM-970053,RSV,AO,604.13,2021-08-30,
GT-0000472,CLM-521164,RSV_CHG,DCC,-5940.11,2023-08-06,
GT-0000473,CLM-758639,PMT,DCC,826.69,2023-06-05,84310
GT-0000474,CLM-919653,REC,SUBRO,-350.68,2021-08-04,
GT-0000475,CLM-930897,RSV_CHG,AO,-2726.26,2022-10-01,
GT-0000476,CLM-324885,RSV_CHG,AO,315.37,2022-10-21,
GT-0000477,CLM-970641,PMT,DCC,2395.77,2021-08-05,73517
GT-0000478,CLM-791593,RSV,MED,3538.82,2021-12-03,
GT-0000479,CLM-618938,PMT,IND,326.33,2021-09-12,97369
GT-0000480,CLM-483821,PMT,MED,488.66,2021-09-07,32830
GT-0000481,CLM-864341,RSV,DCC,117277.32,2024-06-28,
GT-0000482,CLM-207309,PMT,DCC,377.88,2023-09-11,27680
GT-0000483,CLM-658933,PMT,DCC,396.9,2022-12-23,16618
GT-0000484,CLM-643453,RSV,MED,335.89,2023-03-21,
GT-0000485,CLM-302779,RSV,IND,19000.63,2023-11-04,
GT-0000486,CLM-993891,RSV_CHG,AO,4321.28,2024-02-15,
GT-0000487,CLM-982653,RSV_CHG,MED,1786.99,2022-12-04,
GT-0000488,CLM-206594,RSV,MED,31532.71,2022-03-16,
GT-0000489,CLM-583819,RSV,DCC,1265.45,2021-08-10,
GT-0000490,CLM-791593,RSV_CHG,DCC,-5194.97,2021-08-07,
GT-0000491,CLM-524762,RSV,IND,6256.8,2024-06-23,
GT-0000492,CLM-816728,PMT,DCC,2737.73,2024-07-03,43629
GT-0000493,CLM-806617,PMT,EXP,1896.06,2022-02-01,34378
GT-0000494,CLM-548949,RSV,AO,2453.14,2022-04-06,
GT-0000495,CLM-393116,PMT,AO,5632.56,2022-12-30,89276
GT-0000496,CLM-453669,RSV_CHG,AO,-196.28,2022-04-01,
GT-0000497,CLM-206551,PMT,AO,2056.89,2023-11-10,78738
GT-0000498,CLM-257199,RSV_CHG,DCC,-129.64,2021-08-06,
GT-0000499,CLM-285938,RSV,AO,1830.28,2021-09-17,
GT-0000500,CLM-514804,RSV_CHG,DCC,-4783.7,2022-02-06,
GT-0000501,CLM-381560,RSV,EXP,7899.18,2023-09-27,
GT-0000502,CLM-569226,RSV,MED,126.28,2022-06-08,
GT-0000503,CLM-828338,RSV,MED,1457.74,2022-11-25,
GT-0000504,CLM-188095,RSV_CHG,AO,-2250.94,2022-05-12,
GT-0000505,CLM-649018,REC,DED,-143.36,2024-05-09,
GT-0000506,CLM-672640,PMT,EXP,1012.4,2022-09-17,60718
GT-0000507,CLM-875275,PMT,MED,2645.15,2024-02-22,34185
GT-0000508,CLM-523259,RSV_CHG,IND,577.7,2024-07-25,
GT-0000509,CLM-671144,RSV_CHG,AO,-2585.38,2024-02-28,
GT-0000510,CLM-408298,PMT,IND,3307.5,2021-10-31,31729
GT-0000511,CLM-442640,PMT,DCC,2085.35,2023-10-05,63835
GT-0000512,CLM-212430,RSV,EXP,644.14,2021-08-19,
GT-0000513,CLM-440133,RSV,EXP,1162.23,2023-06-21,
GT-0000514,CLM-282677,RSV,MED,420.44,2023-04-07,
GT-0000515,CLM-786642,RSV,IND,2301.12,2022-01-16,
GT-0000516,CLM-266028,RSV,AO,1380.1,2023-12-19,
GT-0000517,CLM-808236,PMT,AO,1099.28,2024-04-10,83882
GT-0000518,CLM-498280,RSV_CHG,EXP,8704.28,2023-01-11,
GT-0000519,CLM-951881,RSV_CHG,MED,-7360.07,2023-10-05,
GT-0000520,CLM-990813,PMT,MED,125.75,2022-12-15,91249
GT-0000521,CLM-177946,RSV,IND,44026.83,2021-10-23,
GT-0000522,CLM-671671,RSV,MED,9350.01,2021-11-12,
GT-0000523,CLM-743456,RSV_CHG,IND,4392.1,2021-09-17,
GT-0000524,CLM-377451,PMT,MED,945.42,2024-06-20,26883
GT-0000525,CLM-648234,PMT,IND,3623.09,2023-02-19,11452
GT-0000526,CLM-758315,RSV,AO,3288.81,2022-10-23,
GT-0000527,CLM-723033,RSV,IND,16104.66,2022-12-24,
GT-0000528,CLM-910552,RSV,EXP,20495.34,2024-01-07,
GT-0000529,CLM-340961,PMT,IND,4917.66,2022-04-01,60309
GT-0000530,CLM-957251,PMT,EXP,632.18,2022-02-15,64650
GT-0000531,CLM-805703,PMT,DCC,1669.09,2022-12-14,62186
GT-0000532,CLM-954827,PMT,DCC,425.79,2024-01-30,19525
GT-0000533,CLM-332419,RSV,EXP,9748.26,2022-01-16,
GT-0000534,CLM-829286,RSV,EXP,6925.41,2022-02-13,
GT-0000535,CLM-871148,PMT,AO,186.63,2024-07-07,69468
GT-0000536,CLM-745627,RSV,DCC,8388.26,2022-01-22,
GT-0000537,CLM-312123,PMT,EXP,2609.1,2023-05-14,84605
GT-0000538,CLM-863197,RSV_CHG,DCC,2553.98,2022-02-06,
GT-0000539,CLM-657989,PMT,IND,1572.23,2023-08-27,86468
GT-0000540,CLM-710247,RSV,IND,9934.0,2023-01-13,
GT-0000541,CLM-149167,RSV_CHG,IND,1414.51,2023-06-07,
GT-0000542,CLM-637196,PMT,MED,465.0,2024-05-23,63501
GT-0000543,CLM-987729,RSV_CHG,DCC,2840.02,2022-05-17,
GT-0000544,CLM-334412,PMT,AO,428.96,2023-04-25,33189
GT-0000545,CLM-275824,RSV,DCC,728.35,2022-06-04,
GT-0000546,CLM-482820,PMT,DCC,1948.39,2021-09-07,34791
GT-0000547,CLM-819781,RSV_CHG,EXP,-11995.26,2022-08-23,
GT-0000548,CLM-975468,RSV,EXP,1382.91,2023-01-15,
GT-0000549,CLM-271319,RSV,AO,2437.36,2021-08-25,
GT-0000550,CLM-743456,REC,DED,-2337.9,2021-12-19,
GT-0000551,CLM-314843,REC,SALV,-429.65,2023-08-14,
GT-0000552,CLM-521730,RSV_CHG,DCC,8666.78,2022-09-21,
GT-0000553,CLM-213542,RSV_CHG,DCC,-6701.89,2023-05-26,
GT-0000554,CLM-443295,PMT,EXP,2733.19,2022-12-03,55187
GT-0000555,CLM-871148,PMT,AO,3442.53,2023-02-20,59408
GT-0000556,CLM-998056,PMT,DCC,447.51,2023-11-24,89989
GT-0000557,CLM-542461,PMT,AO,1316.77,2023-11-20,87333
GT-0000558,CLM-116836,PMT,DCC,1291.49,2021-10-01,88750
GT-0000559,CLM-868071,PMT,EXP,6081.44,2024-02-01,96154
GT-0000560,CLM-735015,RSV,IND,400.55,2023-05-21,
GT-0000561,CLM-227940,PMT,DCC,17032.82,2023-09-08,30227
GT-0000562,CLM-665465,RSV_CHG,MED,-8548.67,2022-12-26,
GT-0000563,CLM-914044,RSV_CHG,DCC,1906.96,2023-03-04,
GT-0000564,CLM-308821,PMT,EXP,475.49,2023-02-11,87068
GT-0000565,CLM-753935,RSV,DCC,8631.63,2023-11-07,
GT-0000566,CLM-811717,RSV_CHG,IND,-2975.61,2024-01-02,
GT-0000567,CLM-362952,PMT,EXP,8517.12,2024-01-22,89062
GT-0000568,CLM-845134,PMT,EXP,1686.99,2022-05-31,81848
GT-0000569,CLM-196118,RSV_CHG,IND,-1887.42,2021-11-18,
GT-0000570,CLM-673283,PMT,IND,344.68,2022-02-12,42499
GT-0000571,CLM-882733,RSV_CHG,DCC,1745.44,2021-11-28,
GT-0000572,CLM-907151,RSV,MED,8271.51,2022-05-10,
GT-0000573,CLM-412619,RSV_CHG,EXP,-1633.52,2023-01-29,
GT-0000574,CLM-206594,PMT,EXP,1537.94,2021-09-02,38224
GT-0000575,CLM-257199,PMT,MED,2137.24,2022-05-13,52023
GT-0000576,CLM-456029,PMT,DCC,3406.63,2022-02-04,82462
GT-0000577,CLM-524604,PMT,MED,404.31,2024-06-04,72581
GT-0000578,CLM-218090,PMT,IND,813.4,2022-06-08,62404
GT-0000579,CLM-755569,PMT,AO,3275.71,2022-05-10,82873
GT-0000580,CLM-684483,PMT,DCC,1289.9,2022-10-30,77471
GT-0000581,CLM-802160,RSV_CHG,EXP,-8444.64,2024-06-17,
GT-0000582,CLM-182995,PMT,AO,11729.48,2024-02-01,70816
GT-0000583,CLM-671052,PMT,DCC,4448.85,2023-03-15,74937
GT-0000584,CLM-433191,RSV_CHG,AO,-7870.27,2021-08-03,
GT-0000585,CLM-870229,PMT,MED,630.36,2022-06-02,69105
GT-0000586,CLM-349717,RSV,DCC,49820.81,2023-10-10,
GT-0000587,CLM-670392,PMT,DCC,2676.55,2022-05-16,90073
GT-0000588,CLM-740084,PMT,IND,227.01,2021-10-08,34548
GT-0000589,CLM-810968,PMT,IND,116.02,2024-07-23,58780
GT-0000590,CLM-929357,RSV,AO,239.8,2023-07-11,
GT-0000591,CLM-498280,RSV_CHG,EXP,-2207.57,2024-05-22,
GT-0000592,CLM-652372,REC,SUBRO,-1136.54,2021-12-22,
GT-0000593,CLM-490598,REC,DED,-100.66,2024-05-14,
GT-0000594,CLM-759737,RSV_CHG,DCC,2564.03,2023-01-19,
GT-0000595,CLM-304019,RSV,MED,986.72,2023-05-28,
GT-0000596,CLM-770105,PMT,EXP,132.25,2022-05-06,66862
GT-0000597,CLM-154391,RSV_CHG,MED,-1566.57,2024-03-15,
GT-0000598,CLM-375617,RSV,IND,94646.77,2022-11-09,
GT-0000599,CLM-408298,RSV_CHG,EXP,6045.85,2023-08-05,
GT-0000600,CLM-332419,RSV_CHG,AO,-2245.76,2022-08-30,
GT-0000601,CLM-623929,PMT,DCC,1938.15,2023-11-21,11619
GT-0000602,CLM-211369,PMT,IND,694.77,2023-05-01,49466
GT-0000603,CLM-513695,PMT,MED,114.45,2022-06-24,25914
GT-0000604,CLM-289214,PMT,EXP,670.67,2022-10-30,42382
GT-0000605,CLM-227940,PMT,EXP,3395.17,2023-07-07,43398
GT-0000606,CLM-230889,RSV_CHG,IND,-5295.5,2024-02-17,
GT-0000607,CLM-340961,PMT,MED,5955.85,2021-09-05,78837
GT-0000608,CLM-919653,PMT,AO,6301.81,2021-08-18,32631
GT-0000609,CLM-271319,REC,SUBRO,-331.58,2023-03-27,
GT-0000610,CLM-320395,PMT,DCC,1710.27,2022-01-26,16403
GT-0000611,CLM-440215,RSV_CHG,DCC,5858.71,2022-06-23,
GT-0000612,CLM-684608,RSV_CHG,MED,1633.58,2022-02-10,
GT-0000613,CLM-140034,RSV,DCC,41548.52,2022-05-13,
GT-0000614,CLM-224421,PMT,EXP,151.3,2023-06-11,78584
GT-0000615,CLM-406045,PMT,MED,694.86,2022-03-08,42960
GT-0000616,CLM-654919,RSV_CHG,IND,-1474.79,2022-03-26,
GT-0000617,CLM-212745,RSV_CHG,EXP,5596.62,2023-12-06,
GT-0000618,CLM-346425,PMT,AO,1482.02,2021-12-21,89692
GT-0000619,CLM-250606,PMT,EXP,567.16,2022-07-28,42377
GT-0000620,CLM-845134,REC,DED,-481.9,2023-06-02,
GT-0000621,CLM-749633,PMT,AO,2910.15,2023-07-10,22536
GT-0000622,CLM-644656,RSV,AO,2428.91,2021-09-06,
GT-0000623,CLM-235158,PMT,AO,4401.02,2023-03-11,52909
GT-0000624,CLM-962500,RSV,EXP,4847.9,2023-10-24,
GT-0000625,CLM-639236,PMT,AO,999.44,2022-03-23,36233
GT-0000626,CLM-749633,PMT,DCC,6855.02,2021-10-04,89052
GT-0000627,CLM-465236,REC,SALV,-2650.78,2021-12-03,
GT-0000628,CLM-407914,PMT,EXP,6762.03,2024-03-09,79190
GT-0000629,CLM-177946,RSV,DCC,1107.38,2022-07-21,
GT-0000630,CLM-657989,PMT,DCC,6966.99,2022-10-23,34851
GT-0000631,CLM-704823,RSV,MED,19981.9,2021-11-22,
GT-0000632,CLM-422521,RSV,EXP,644.21,2023-01-24,
GT-0000633,CLM-590448,PMT,EXP,957.9,2023-12-22,88576
GT-0000634,CLM-914044,RSV_CHG,EXP,5600.46,2023-11-15,
GT-0000635,CLM-986582,RSV_CHG,EXP,4299.29,2021-09-18,
GT-0000636,CLM-829891,RSV_CHG,MED,-2363.11,2021-11-19,
GT-0000637,CLM-749466,RSV,EXP,705.84,2022-01-22,
GT-0000638,CLM-985734,RSV_CHG,EXP,5849.88,2022-04-19,
GT-0000639,CLM-421513,RSV,IND,9897.78,2022-12-10,
GT-0000640,CLM-634992,RSV,EXP,4263.89,2024-07-05,
GT-0000641,CLM-907498,RSV_CHG,AO,-3608.06,2022-05-21,
GT-0000642,CLM-791593,PMT,IND,3773.42,2024-02-25,21093
GT-0000643,CLM-454912,PMT,DCC,385.06,2022-01-25,30284
GT-0000644,CLM-340027,REC,DED,-201.39,2021-09-30,
GT-0000645,CLM-671144,RSV,AO,7652.11,2022-01-31,
GT-0000646,CLM-250606,PMT,AO,5358.07,2022-07-26,26522
GT-0000647,CLM-408453,REC,SUBRO,-637.0,2022-09-15,
GT-0000648,CLM-448436,RSV,AO,2253.44,2022-04-18,
GT-0000649,CLM-688760,PMT,MED,4688.95,2023-12-23,62750
GT-0000650,CLM-662292,PMT,EXP,329.72,2021-12-19,11290
GT-0000651,CLM-665260,RSV,EXP,879.11,2023-07-20,
GT-0000652,CLM-535696,RSV_CHG,AO,4889.65,2022-01-31,
GT-0000653,CLM-107971,PMT,DCC,318.44,2022-04-14,13844
GT-0000654,CLM-868083,PMT,EXP,145.58,2021-09-30,10579
GT-0000655,CLM-986964,RSV,MED,829.1,2023-01-24,
GT-0000656,CLM-546714,PMT,AO,6086.69,2024-07-26,18716
GT-0000657,CLM-463624,RSV,EXP,16805.6,2023-09-06,
GT-0000658,CLM-829286,PMT,DCC,220.82,2021-08-24,47957
GT-0000659,CLM-668624,PMT,EXP,509.61,2024-05-16,48992
GT-0000660,CLM-998654,PMT,IND,213.91,2023-12-28,16510
GT-0000661,CLM-271319,RSV_CHG,AO,2864.48,2024-01-09,
GT-0000662,CLM-155469,REC,DED,-141.81,2023-05-28,
GT-0000663,CLM-435666,PMT,AO,2659.83,2022-11-03,95507
GT-0000664,CLM-459275,RSV,MED,2890.54,2023-01-12,
GT-0000665,CLM-488027,RSV_CHG,MED,422.35,2023-05-02,
GT-0000666,CLM-388253,RSV,MED,274.72,2023-09-21,
GT-0000667,CLM-901674,RSV,IND,16778.93,2021-11-03,
GT-0000668,CLM-854124,RSV,AO,47780.78,2023-04-18,
GT-0000669,CLM-617899,RSV_CHG,EXP,6661.44,2022-07-30,
GT-0000670,CLM-512272,RSV,AO,4458.42,2022-05-23,
GT-0000671,CLM-130573,PMT,DCC,103.18,2024-01-18,96274
GT-0000672,CLM-640331,RSV_CHG,MED,-1630.67,2023-12-07,
GT-0000673,CLM-347905,RSV_CHG,AO,1208.09,2022-10-23,
GT-0000674,CLM-335097,PMT,DCC,1762.46,2023-04-07,71133
GT-0000675,CLM-432734,PMT,MED,198.52,2023-09-24,62284
GT-0000676,CLM-992204,RSV_CHG,AO,3200.76,2021-09-21,
GT-0000677,CLM-549513,RSV,AO,13818.08,2022-03-08,
GT-0000678,CLM-443818,RSV_CHG,AO,3481.58,2022-01-28,
GT-0000679,CLM-514804,RSV,AO,1277.54,2023-06-13,
GT-0000680,CLM-517955,RSV_CHG,EXP,-6520.61,2022-11-28,
GT-0000681,CLM-649161,RSV,IND,1840.72,2021-08-15,
GT-0000682,CLM-498928,PMT,MED,6855.32,2023-08-20,29240
GT-0000683,CLM-554191,RSV,MED,854.66,2024-05-19,
GT-0000684,CLM-487167,RSV,IND,1003.15,2022-09-24,
GT-0000685,CLM-124031,PMT,IND,372.79,2023-04-26,90863
GT-0000686,CLM-616645,RSV_CHG,AO,-1890.21,2024-05-04,
GT-0000687,CLM-593248,RSV_CHG,DCC,1867.17,2022-06-01,
GT-0000688,CLM-111158,RSV,MED,11890.33,2023-01-14,
GT-0000689,CLM-919653,RSV,IND,534.26,2022-11-25,
GT-0000690,CLM-774810,RSV_CHG,MED,4554.02,2023-07-18,
GT-0000691,CLM-224421,RSV_CHG,IND,5187.69,2023-12-12,
GT-0000692,CLM-286540,PMT,DCC,1021.01,2022-01-18,18826
GT-0000693,CLM-583819,PMT,IND,244.06,2024-05-02,49971
GT-0000694,CLM-794486,RSV,DCC,30057.81,2023-11-18,
GT-0000695,CLM-711914,PMT,EXP,2410.59,2024-07-31,95467
GT-0000696,CLM-443687,PMT,EXP,17586.33,2022-07-13,96682
GT-0000697,CLM-970641,PMT,AO,227.92,2022-07-01,39730
GT-0000698,CLM-868488,PMT,EXP,2161.48,2023-05-13,14424
GT-0000699,CLM-704823,RSV,MED,42117.44,2022-02-24,
GT-0000700,CLM-520806,RSV_CHG,EXP,2092.64,2022-04-16,
GT-0000701,CLM-242737,RSV_CHG,DCC,-9832.72,2024-02-26,
GT-0000702,CLM-915044,RSV_CHG,EXP,-9396.75,2022-08-11,
GT-0000703,CLM-271319,RSV,EXP,71397.5,2023-10-17,
GT-0000704,CLM-670392,RSV,DCC,1502.93,2024-02-14,
GT-0000705,CLM-499443,REC,DED,-920.66,2021-08-08,
GT-0000706,CLM-492722,PMT,MED,273.04,2024-06-09,47256
GT-0000707,CLM-649161,RSV_CHG,MED,-2560.35,2023-10-12,
GT-0000708,CLM-513209,RSV,IND,18517.84,2023-12-05,
GT-0000709,CLM-635055,REC,SUBRO,-743.13,2023-10-03,
GT-0000710,CLM-891636,PMT,IND,824.58,2023-07-21,83927
GT-0000711,CLM-700231,RSV,IND,14435.58,2023-10-29,
GT-0000712,CLM-916189,PMT,EXP,1376.44,2022-06-09,19269
GT-0000713,CLM-578816,PMT,EXP,5440.53,2022-04-24,38537
GT-0000714,CLM-266951,PMT,AO,846.89,2023-02-17,49389
GT-0000715,CLM-727282,RSV,DCC,6446.72,2022-01-04,
GT-0000716,CLM-305509,RSV_CHG,EXP,8995.43,2024-01-23,
GT-0000717,CLM-992351,PMT,DCC,1817.24,2023-11-16,25493
GT-0000718,CLM-334412,RSV_CHG,IND,3118.71,2024-01-23,
GT-0000719,CLM-569056,RSV_CHG,MED,-7862.4,2024-06-11,
GT-0000720,CLM-593248,RSV,AO,5088.33,2023-02-04,
GT-0000721,CLM-408298,PMT,MED,1931.78,2023-03-24,12186
GT-0000722,CLM-206594,RSV,AO,578.74,2024-03-27,
GT-0000723,CLM-583064,PMT,IND,1041.1,2024-03-14,36755
GT-0000724,CLM-684900,RSV_CHG,IND,-1306.1,2022-01-12,
GT-0000725,CLM-778712,PMT,MED,349.54,2022-06-23,77709
GT-0000726,CLM-638329,RSV,EXP,1785.74,2021-12-02,
GT-0000727,CLM-972831,RSV,IND,118260.57,2022-09-30,
GT-0000728,CLM-388769,RSV,MED,4170.03,2023-08-11,
GT-0000729,CLM-861252,PMT,IND,2221.67,2021-08-31,85354
GT-0000730,CLM-382207,RSV_CHG,MED,8485.46,2021-10-14,
GT-0000731,CLM-299635,PMT,DCC,58.23,2023-11-24,74973
GT-0000732,CLM-378663,REC,SALV,-5822.11,2022-03-11,
GT-0000733,CLM-637086,PMT,DCC,3902.72,2024-06-11,52126
GT-0000734,CLM-906467,PMT,EXP,298.56,2023-04-14,29963
GT-0000735,CLM-882733,PMT,AO,295.19,2024-05-22,93305
GT-0000736,CLM-649161,RSV_CHG,AO,3589.03,2024-04-16,
GT-0000737,CLM-139623,RSV,DCC,13917.46,2023-04-10,
GT-0000738,CLM-279243,PMT,MED,2604.12,2022-05-26,81246
GT-0000739,CLM-513695,REC,SALV,-192.04,2022-04-15,
GT-0000740,CLM-362952,PMT,AO,2008.28,2022-11-25,71613
GT-0000741,CLM-875275,RSV,EXP,1434.78,2023-05-04,
GT-0000742,CLM-546955,PMT,DCC,1037.5,2023-02-08,27353
GT-0000743,CLM-854354,PMT,IND,410.7,2022-10-04,14347
GT-0000744,CLM-892710,RSV_CHG,AO,-3050.16,2023-04-22,
GT-0000745,CLM-334412,PMT,DCC,96.05,2021-11-18,87520
GT-0000746,CLM-131350,PMT,IND,10449.62,2023-04-22,90333
GT-0000747,CLM-604592,PMT,AO,494.31,2023-12-07,80798
GT-0000748,CLM-915044,PMT,AO,8807.64,2023-09-14,66987
GT-0000749,CLM-829054,RSV_CHG,MED,-2046.15,2022-06-09,
GT-0000750,CLM-401260,PMT,IND,683.23,2022-03-15,94466
GT-0000751,CLM-644656,RSV,EXP,142.71,2022-06-05,
GT-0000752,CLM-819781,RSV_CHG,EXP,8574.48,2022-01-25,
GT-0000753,CLM-340725,RSV,AO,21569.49,2023-06-20,
GT-0000754,CLM-224421,RSV,EXP,885.0,2024-01-04,
GT-0000755,CLM-964371,RSV,MED,17536.12,2022-12-31,
GT-0000756,CLM-949618,RSV_CHG,EXP,4818.38,2023-07-31,
GT-0000757,CLM-998056,RSV_CHG,EXP,916.9,2022-07-02,
GT-0000758,CLM-402024,RSV,DCC,5311.81,2023-08-01,
GT-0000759,CLM-382331,PMT,DCC,1456.11,2023-01-08,52890
GT-0000760,CLM-373393,PMT,MED,534.98,2022-07-19,97996
GT-0000761,CLM-769307,PMT,IND,877.92,2021-09-05,60298
GT-0000762,CLM-830989,RSV,IND,856.9,2023-10-28,
GT-0000763,CLM-349017,RSV,MED,21036.99,2023-02-18,
GT-0000764,CLM-907151,PMT,AO,12802.92,2023-03-03,48944
GT-0000765,CLM-910099,RSV_CHG,AO,1632.02,2022-01-28,
GT-0000766,CLM-927887,RSV,EXP,1739.93,2022-04-11,
GT-0000767,CLM-377451,RSV,IND,1972.02,2022-02-24,
GT-0000768,CLM-890930,RSV,MED,7096.21,2024-05-06,
GT-0000769,CLM-916189,PMT,EXP,3061.29,2022-09-05,30941
GT-0000770,CLM-759737,RSV,MED,5076.14,2022-01-12,
GT-0000771,CLM-786642,RSV_CHG,MED,-3238.92,2024-07-23,
GT-0000772,CLM-227940,PMT,DCC,6792.19,2022-05-28,97441
